file Name,file Path,revit category
Rail_Equipment_Horizontal_WallMounted_FIRT_043,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Fixtures & Fittings (FI)\Rail_Equipment_Horizontal_WallMounted_FIRT_043.rfa,Specialty Equipment
ControlUnit_VideoConferencing_ITNE_013,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\ControlUnit_VideoConferencing_ITNE_013.rfa,Electrical Equipment
Compactor_Waste_Cardboard_Crusher_FQCW_052_1,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Furniture & Non-medical Equipment (FQ)\Compactor_Waste_Cardboard_Crusher_FQCW_052_1.rfa,Specialty Equipment
System_Barcode_Tracking_ITBU_021,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\System_Barcode_Tracking_ITBU_021.rfa,Specialty Equipment
Lifter_ForkCaseStacker_Adjustable_MMGE_694,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Lifter_ForkCaseStacker_Adjustable_MMGE_694.rfa,Specialty Equipment
Rail_Hanging_Picture_Artwork_CeilingRecessed_FIRT_559,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Fixtures & Fittings (FI)\Rail_Hanging_Picture_Artwork_CeilingRecessed_FIRT_559.rfa,Specialty Equipment
Automation_Unit_Loading_Unloading_Module_MMIC_529,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Automation_Unit_Loading_Unloading_Module_MMIC_529.rfa,Specialty Equipment
IndicatorPanel_ROPlant_ChemicalDispensingPlantStatus_MMIC_532,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\IndicatorPanel_ROPlant_ChemicalDispensingPlantStatus_MMIC_532.rfa,Specialty Equipment
Outlet_ColdWater_HYTP_008,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Hydraulic Services (HY)\Outlet_ColdWater_HYTP_008.rfa,Pipe Accessories
WallProtection_CrashBar_Dual_WLPR_XXX,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Walls & Wall Finishes (WL)\WallProtection_CrashBar_Dual_WLPR_XXX.rfa,Furniture Systems
BackRest_AccessibleWC_WallMounted_MH_FIRT_519,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Fixtures & Fittings (FI)\BackRest_AccessibleWC_WallMounted_MH_FIRT_519.rfa,Furniture
GrabRail_StainlessSteel_HorizontalAndVertical_Combined_700W_1100H_FIRT_003,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Fixtures & Fittings (FI)\GrabRail_StainlessSteel_HorizontalAndVertical_Combined_700W_1100H_FIRT_003.rfa,Specialty Equipment
Table_Therapy_UpperLimb_HeightAdjustable_MMAH_535,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Table_Therapy_UpperLimb_HeightAdjustable_MMAH_535.rfa,Specialty Equipment
Drain_TundishUnit_IntegralDrainageOutlets_DualSided_HYDR_015_1,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Hydraulic Services (HY)\Drain_TundishUnit_IntegralDrainageOutlets_DualSided_HYDR_015_1.rfa,Pipe Accessories
UPS_StatusIndicator_ELPR_007,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Electrical Services (EL)\UPS_StatusIndicator_ELPR_007.rfa,Electrical Fixtures
Bulkhead_Sloping_LockerSystem_FQGE_526,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Furniture & Non-medical Equipment (FQ)\Bulkhead_Sloping_LockerSystem_FQGE_526.rfa,Furniture
System_SurgicalNavigation_ENT_MMMI_552_1,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_SurgicalNavigation_ENT_MMMI_552_1.rfa,Specialty Equipment
Cabinet_Hazardous_Goods_Small_Corrosive_MMLA_024,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Cabinet_Hazardous_Goods_Small_Corrosive_MMLA_024.rfa,Specialty Equipment
WallFinish_Splashback_WLWA_XXX,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Walls & Wall Finishes (WL)\WallFinish_Splashback_WLWA_XXX.rfa,Furniture Systems
CellSaver_MMOP_556,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\CellSaver_MMOP_556.rfa,Specialty Equipment
ControlPanel_RoomBooking_ITAV_516,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\ControlPanel_RoomBooking_ITAV_516.rfa,Electrical Fixtures
Track_Curtain_Privacy__AroundDoor_Collapsible_Antiligature_FIRT_520,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Fixtures & Fittings (FI)\Track_Curtain_Privacy__AroundDoor_Collapsible_Antiligature_FIRT_520.rfa,Specialty Equipment
Chair_Dialysis_Electric_SEQ,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\PushIt\Components\Specialty Equipment\Chair_Dialysis_Electric_SEQ.rfa,Furniture
Monitor_Patient_StressTesting_IntegratedCartAndKeyboard_MMGE_070,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Patient_StressTesting_IntegratedCartAndKeyboard_MMGE_070.rfa,Electrical Equipment
Device_EyeExamination_SlitLamp_MMAH_013,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_EyeExamination_SlitLamp_MMAH_013.rfa,Specialty Equipment
Camera_Observation_MRI_IncludesBracket_MMMI_188,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Camera_Observation_MRI_IncludesBracket_MMMI_188.rfa,Electrical Equipment
Annunciator_NurseCall_Screen_WallMounted_ITCL_522,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Annunciator_NurseCall_Screen_WallMounted_ITCL_522.rfa,Nurse Call Devices
Couch_Examination_Gynaecology_Electric_Mobile_MMBE_503,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Couch_Examination_Gynaecology_Electric_Mobile_MMBE_503.rfa,Electrical Equipment
Cardiac_Protected_Electrical_Area_ELPR_002,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Electrical Services (EL)\Cardiac_Protected_Electrical_Area_ELPR_002.rfa,Electrical Fixtures
