MissingFamilyName,HostFilePath,FamilyBaseDataRootFamilies.categoryName,New FamilyName
Button_NurseCall_Emergency_Code Blue_WholeHospitalAlert_ITCL_548,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Button_NurseCall_Emergency_Code Blue_WholeHospitalAlert_ITCL_548.rfa,Nurse Call Devices,Button_NurseCall_Emergency_CodeBlue_WholeHospitalAlert_ITCL_548
Patch Panel_Data Integration_Pendant_ITIN_501,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Patch Panel_Data Integration_Pendant_ITIN_501.rfa,Electrical Fixtures,PatchPanel_DataIntegration_Pendant_ITIN_501
SP_Patch Panel_Data Integration_ITIN_501,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\PendantFamilies (SP)\SP_Patch Panel_Data Integration_ITIN_501.rfa,Generic Models,SP_PatchPanel_DataIntegration_ITIN_501
Outlet_Data_Double_Outside Room_ITIN_526,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Outlet_Data_Double_Outside Room_ITIN_526.rfa,Electrical Fixtures,Outlet_Data_Double_OutsideRoom_ITIN_526
Computer_Display Screen_Keyboard_DeskMounted_ITNE_528,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Computer_Display Screen_Keyboard_DeskMounted_ITNE_528.rfa,Electrical Equipment,Computer_DisplayScreen_Keyboard_DeskMounted_ITNE_528
Computer_ACT Government_Lockable Wallmounted Workstation Cabinet_ITNE_546,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Computer_ACT Government_Lockable Wallmounted Workstation Cabinet_ITNE_546.rfa,Electrical Equipment,Computer_ACTGovernment_LockableWallmountedWorkstationCabinet_ITNE_546
Control_DoorLockingWithOccupancyIndicator_Accessible_OutsideRoom_Side Wall_ITSE_526,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Control_DoorLockingWithOccupancyIndicator_Accessible_OutsideRoom_Side Wall_ITSE_526.rfa,Electrical Fixtures,Control_DoorLockingWithOccupancyIndicator_Accessible_OutsideRoom_SideWall_ITSE_526
Door Release_Break Glass_Ermergency Override _ITSE_545,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\Door Release_Break Glass_Ermergency Override _ITSE_545.rfa,Electrical Fixtures,DoorRelease_BreakGlass_ErmergencyOverride_ITSE_545
DoorRelease_BreakGlass_ErmergencyOverride _ITSE_545,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Information & Communication Services (IT)\DoorRelease_BreakGlass_ErmergencyOverride _ITSE_545.rfa,Electrical Fixtures,DoorRelease_BreakGlass_ErmergencyOverride_ITSE_545
Light_Artificial Skylight Panel_CeilingMounted_Recessed_LIFX_516,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Lighting Systems (LI)\Light_Artificial Skylight Panel_CeilingMounted_Recessed_LIFX_516.rfa,Lighting Fixtures,Light_ArtificialSkylightPanel_CeilingMounted_Recessed_LIFX_516
Light_NightLight_Joinery Integrated_Recessed Srip_TamperProof_LIFX_517,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Lighting Systems (LI)\Light_NightLight_Joinery Integrated_Recessed Srip_TamperProof_LIFX_517.rfa,Lighting Fixtures,Light_NightLight_JoineryIntegrated_RecessedSrip_TamperProof_LIFX_517
Device_Standing Frame_MMAH_014,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Standing Frame_MMAH_014.rfa,Specialty Equipment,Device_StandingFrame_MMAH_014
Rail System_Exercise_ResistanceBand_WallMounted_MMAH_531,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Rail System_Exercise_ResistanceBand_WallMounted_MMAH_531.rfa,Specialty Equipment,RailSystem_Exercise_ResistanceBand_WallMounted_MMAH_531
Step_Platform_Training_Exercise_Set Of 4_Nesting_MMAH_533,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Step_Platform_Training_Exercise_Set Of 4_Nesting_MMAH_533.rfa,Specialty Equipment,Step_Platform_Training_Exercise_SetOf4_Nesting_MMAH_533
Bicycle_Exercice_Stress Testing_MMAH_537,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Bicycle_Exercice_Stress Testing_MMAH_537.rfa,Specialty Equipment,Bicycle_Exercice_StressTesting_MMAH_537
Bed_Patient_Trolley_Bed To Chair_MMBE_516,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Bed_Patient_Trolley_Bed To Chair_MMBE_516.rfa,Furniture,Bed_Patient_Trolley_BedToChair_MMBE_516
Lifter_Patient_CeilingMounted_Double Track_H_Shape_MMBE_559,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Lifter_Patient_CeilingMounted_Double Track_H_Shape_MMBE_559.rfa,Specialty Equipment,Lifter_Patient_CeilingMounted_DoubleTrack_H_Shape_MMBE_559
Device_Dental Handpiece Processor_Instrument Oiling_Lubricating_MMDN_502,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Dental Handpiece Processor_Instrument Oiling_Lubricating_MMDN_502.rfa,Electrical Equipment,Device_DentalHandpieceProcessor_InstrumentOiling_Lubricating_MMDN_502
Chair_Patient_Height Adjustable_High Back_With Arms_Bariatric_MMGE_020,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Chair_Patient_Height Adjustable_High Back_With Arms_Bariatric_MMGE_020.rfa,Furniture,Chair_Patient_HeightAdjustable_HighBack_WithArms_Bariatric_MMGE_020
DiagnosticSet_Portable_Mobile Stand_MMGE_030_2,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\DiagnosticSet_Portable_Mobile Stand_MMGE_030_2.rfa,Specialty Equipment,DiagnosticSet_Portable_MobileStand_MMGE_030_2
Space For_Medication Dispenser_Automated_MMGE_053,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Space For_Medication Dispenser_Automated_MMGE_053.rfa,Specialty Equipment,SpaceFor_MedicationDispenser_Automated_MMGE_053
Monitor_Patient_Cerebral Oximeter_MMGE_069,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Patient_Cerebral Oximeter_MMGE_069.rfa,Electrical Equipment,Monitor_Patient_CerebralOximeter_MMGE_069
SP_Suction Bottle_MMGE_100,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\PendantFamilies (SP)\SP_Suction Bottle_MMGE_100.rfa,Generic Models,SP_SuctionBottle_MMGE_100
Suction Bottle_Pendant_MMGE_100,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Suction Bottle_Pendant_MMGE_100.rfa,Specialty Equipment,SuctionBottle_Pendant_MMGE_100
Trolley_Epidural_2 Drawers_MMGE_118,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Epidural_2 Drawers_MMGE_118.rfa,Furniture,Trolley_Epidural_2Drawers_MMGE_118
Dispenser_Personal Protective Equipment_Mobile Stand_On Castors_MMGE_137,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Dispenser_Personal Protective Equipment_Mobile Stand_On Castors_MMGE_137.rfa,Specialty Equipment,Dispenser_PersonalProtectiveEquipment_MobileStand_OnCastors_MMGE_137
Processor_Reverse Osmosis RO Water_Mobile_MMGE_178,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Processor_Reverse Osmosis RO Water_Mobile_MMGE_178.rfa,Specialty Equipment,Processor_ReverseOsmosisROWater_Mobile_MMGE_178
Device_Fluid Warmer_MMGE_531,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Fluid Warmer_MMGE_531.rfa,Electrical Fixtures,Device_FluidWarmer_MMGE_531
Trolley_GasCylinder_Multiple_C Size_12 Cylinder_MMGE_579_3,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_GasCylinder_Multiple_C Size_12 Cylinder_MMGE_579_3.rfa,Furniture,Trolley_GasCylinder_Multiple_CSize_12Cylinder_MMGE_579_3
Floor Mat_Anti Fatigue_MMGE_600,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Floor Mat_Anti Fatigue_MMGE_600.rfa,Furniture,FloorMat_AntiFatigue_MMGE_600
Scales_Wheelchair_Sit or Stand_Fixed_MMGE_636,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Scales_Wheelchair_Sit or Stand_Fixed_MMGE_636.rfa,Furniture,Scales_Wheelchair_SitorStand_Fixed_MMGE_636
Wheelchair_for scales_MMGE_652,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Wheelchair_for scales_MMGE_652.rfa,Furniture,Wheelchair_forscales_MMGE_652
Trolley_Malignant Hyperthermia_MMGE_655,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Malignant Hyperthermia_MMGE_655.rfa,Furniture,Trolley_MalignantHyperthermia_MMGE_655
Scales_Patient_Floor Recessed_MMGE_676,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Scales_Patient_Floor Recessed_MMGE_676.rfa,Furniture,Scales_Patient_FloorRecessed_MMGE_676
Lifter_Fork Case Stacker_Adjustable_MMGE_694,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Lifter_Fork Case Stacker_Adjustable_MMGE_694.rfa,Furniture,Lifter_ForkCaseStacker_Adjustable_MMGE_694
Lifter_Fork Case Stacker_Adjustable_Mobile_MMGE_695,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Lifter_Fork Case Stacker_Adjustable_Mobile_MMGE_695.rfa,Furniture,Lifter_ForkCaseStacker_Adjustable_Mobile_MMGE_695
Monitor_Video Intubating Scope_MMGE_751,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Video Intubating Scope_MMGE_751.rfa,Electrical Equipment,Monitor_VideoIntubatingScope_MMGE_751
Diagnostic Set_Ear Speculum Cap Dispenser_WallMounted_MMGE_784,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Diagnostic Set_Ear Speculum Cap Dispenser_WallMounted_MMGE_784.rfa,Specialty Equipment,DiagnosticSet_EarSpeculumCapDispenser_WallMounted_MMGE_784
Cart_Emergency_Paediatric_Broselow Coloured Drawers_MMGE_787,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Cart_Emergency_Paediatric_Broselow Coloured Drawers_MMGE_787.rfa,Furniture,Cart_Emergency_Paediatric_BroselowColouredDrawers_MMGE_787
Trolley_CleanLinen_4 Rack_Wire_MMGE_791,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_CleanLinen_4 Rack_Wire_MMGE_791.rfa,Furniture,Trolley_CleanLinen_4Rack_Wire_MMGE_791
Trolley_TOE Probe_Transport_MMGE_796,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_TOE Probe_Transport_MMGE_796.rfa,Furniture,Trolley_TOEProbe_Transport_MMGE_796
Fridge_Breast Milk_Underbench_MMGE_797,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Fridge_Breast Milk_Underbench_MMGE_797.rfa,Electrical Equipment,Fridge_BreastMilk_Underbench_MMGE_797
DockingStation_Infusion Pump_MRI_MMGE_798,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\DockingStation_Infusion Pump_MRI_MMGE_798.rfa,Specialty Equipment,DockingStation_InfusionPump_MRI_MMGE_798
Rack_Catheter  Storage_Mobile_MMGE_799,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Rack_Catheter  Storage_Mobile_MMGE_799.rfa,Furniture,Rack_CatheterStorage_Mobile_MMGE_799
IV_Stand_Operating Table Mounted_MMGE_800,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\IV_Stand_Operating Table Mounted_MMGE_800.rfa,Specialty Equipment,IV_Stand_OperatingTableMounted_MMGE_800
Device_Docking Station_Quad Glucometer_Blood Glucose_MMGE_802,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Docking Station_Quad Glucometer_Blood Glucose_MMGE_802.rfa,Electrical Equipment,Device_DockingStation_QuadGlucometer_BloodGlucose_MMGE_802
Trolley_Storage_WireBaskets_ TopShelfCover_CardiacPatientPositioningEquipment_MMGE_804,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Storage_WireBaskets_ TopShelfCover_CardiacPatientPositioningEquipment_MMGE_804.rfa,Furniture Systems,Trolley_Storage_WireBaskets_TopShelfCover_CardiacPatientPositioningEquipment_MMGE_804
MedicationDispenser_Auxiliary Drawer Unit_Single Column_FullHeight_MMGE_807,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\MedicationDispenser_Auxiliary Drawer Unit_Single Column_FullHeight_MMGE_807.rfa,Specialty Equipment,MedicationDispenser_AuxiliaryDrawerUnit_SingleColumn_FullHeight_MMGE_807
Defibrillator External_AED_WallMounted_Comes With Cabinet_MMHA_509,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Defibrillator External_AED_WallMounted_Comes With Cabinet_MMHA_509.rfa,Specialty Equipment,DefibrillatorExternal_AED_WallMounted_ComesWithCabinet_MMHA_509
Device_Extracorporeal Membrane Oxygenation_ECMO_MMHA_517,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Extracorporeal Membrane Oxygenation_ECMO_MMHA_517.rfa,Specialty Equipment,Device_ExtracorporealMembraneOxygenation_ECMO_MMHA_517
Monitor_Patient_Conditional_Remote Screen_MRI_MMHA_555,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Patient_Conditional_Remote Screen_MRI_MMHA_555.rfa,Electrical Equipment,Monitor_Patient_Conditional_RemoteScreen_MRI_MMHA_555
Monitor_Patient_Cardiac_Observation_Theatre TableMounted_MMHA_557,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Patient_Cardiac_Observation_Theatre TableMounted_MMHA_557.rfa,Electrical Equipment,Monitor_Patient_Cardiac_Observation_TheatreTableMounted_MMHA_557
Monitor_Bispectural Index_BIS_MMHA_558,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Bispectural Index_BIS_MMHA_558.rfa,Specialty Equipment,Monitor_BispecturalIndex_BIS_MMHA_558
Trolley_Steam Steriliser_Load_Unload_Automatic_MMIC_073,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Steam Steriliser_Load_Unload_Automatic_MMIC_073.rfa,Furniture,Trolley_SteamSteriliser_Load_Unload_Automatic_MMIC_073
Trolley_Steam Steriliser_Transfer_Load_Unload_FixedHeight_MMIC_074,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Steam Steriliser_Transfer_Load_Unload_FixedHeight_MMIC_074.rfa,Furniture,Trolley_SteamSteriliser_Transfer_Load_Unload_FixedHeight_MMIC_074
Washer_Trolley_Cart Disinfector_MMIC_081,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Washer_Trolley_Cart Disinfector_MMIC_081.rfa,Plumbing Fixtures,Washer_Trolley_CartDisinfector_MMIC_081
Lifter_SSD ElectricWallMounted_MMIC_123,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Lifter_SSD ElectricWallMounted_MMIC_123.rfa,Furniture,Lifter_SSDElectricWallMounted_MMIC_123
Trolley_Transfer Table_MMIC_513,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Transfer Table_MMIC_513.rfa,Furniture,Trolley_TransferTable_MMIC_513
Washer_Ultrasound Probe_MMIC_542,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Washer_Ultrasound Probe_MMIC_542.rfa,Specialty Equipment,Washer_UltrasoundProbe_MMIC_542
Cabinet_Endoscope_TOE_Probe Storage_MMIC_543,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Cabinet_Endoscope_TOE_Probe Storage_MMIC_543.rfa,Specialty Equipment,Cabinet_Endoscope_TOE_ProbeStorage_MMIC_543
Camera_SSD_Equipment Receipt_MMIC_561,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Camera_SSD_Equipment Receipt_MMIC_561.rfa,Electrical Equipment,Camera_SSD_EquipmentReceipt_MMIC_561
System_Formalin Dispensing_Automated_Ducted_MMLA_608,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_Formalin Dispensing_Automated_Ducted_MMLA_608.rfa,Specialty Equipment,System_FormalinDispensing_Automated_Ducted_MMLA_608
Trolley_Instrument_FlatTop_2 Tier_FoldingSides_MMMGE_819,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Trolley_Instrument_FlatTop_2 Tier_FoldingSides_MMMGE_819.rfa,Furniture,Trolley_Instrument_FlatTop_2Tier_FoldingSides_MMMGE_819
System_Imaging_Angiography_Single Plane_Floor_MMMI_058,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_Imaging_Angiography_Single Plane_Floor_MMMI_058.rfa,Specialty Equipment,System_Imaging_Angiography_SinglePlane_Floor_MMMI_058
Cart_Coil Storage_MRI_MMMI_177,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Cart_Coil Storage_MRI_MMMI_177.rfa,Furniture,Cart_CoilStorage_MRI_MMMI_177
Stand_Ceiling_Traverse Bridge_XRay_MMMI_289,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Stand_Ceiling_Traverse Bridge_XRay_MMMI_289.rfa,Specialty Equipment,Stand_Ceiling_TraverseBridge_XRay_MMMI_289
Lead Screen_Mobile_On Castors_MMMI_338,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Lead Screen_Mobile_On Castors_MMMI_338.rfa,Furniture,LeadScreen_Mobile_OnCastors_MMMI_338
Device_Imaging_Ultrasound_Bladder Scanner_MMMI_353,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Imaging_Ultrasound_Bladder Scanner_MMMI_353.rfa,Specialty Equipment,Device_Imaging_Ultrasound_BladderScanner_MMMI_353
Fluoroscopy_Imaging_Unit_Mobile_Image Intensifier_MMMI_355,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Fluoroscopy_Imaging_Unit_Mobile_Image Intensifier_MMMI_355.rfa,Specialty Equipment,Fluoroscopy_Imaging_Unit_Mobile_ImageIntensifier_MMMI_355
System_Imaging_DualPlane_Ceiling_Cath Lab_MMMI_385_2,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_Imaging_DualPlane_Ceiling_Cath Lab_MMMI_385_2.rfa,Specialty Equipment,System_Imaging_DualPlane_Ceiling_CathLab_MMMI_385_2
ControlUnit_C W Display_Control Box And Keyboard_Interventional OR_MMMI_386_1,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\ControlUnit_C W Display_Control Box And Keyboard_Interventional OR_MMMI_386_1.rfa,Electrical Equipment,ControlUnit_CWDisplay_ControlBoxAndKeyboard_InterventionalOR_MMMI_386_1
System_Electrophysiology_Cath Lab_MMMI_398,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_Electrophysiology_Cath Lab_MMMI_398.rfa,Electrical Equipment,System_Electrophysiology_CathLab_MMMI_398
System_Surgical Navigation_MMMI_552,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_Surgical Navigation_MMMI_552.rfa,Electrical Equipment,System_SurgicalNavigation_MMMI_552
System_Surgical Navigation_ENT_MMMI_552_1,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\System_Surgical Navigation_ENT_MMMI_552_1.rfa,Electrical Equipment,System_SurgicalNavigation_ENT_MMMI_552_1
Device_Imaging_Ultrasound_Cardiac_TOE Probe_MMMI_554,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Imaging_Ultrasound_Cardiac_TOE Probe_MMMI_554.rfa,Specialty Equipment,Device_Imaging_Ultrasound_Cardiac_TOEProbe_MMMI_554
Device_Imaging_Image Intensifier_C Arm_Mobile_MMMI_564,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Device_Imaging_Image Intensifier_C Arm_Mobile_MMMI_564.rfa,Specialty Equipment,Device_Imaging_ImageIntensifier_CArm_Mobile_MMMI_564
Bucky_Free Standing_General X-Ray_Mobile_MMMI_567,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Bucky_Free Standing_General X-Ray_Mobile_MMMI_567.rfa,Specialty Equipment,Bucky_FreeStanding_GeneralX-Ray_Mobile_MMMI_567
Foot Switch_Angiography Table_MMMI_581,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Foot Switch_Angiography Table_MMMI_581.rfa,Specialty Equipment,FootSwitch_AngiographyTable_MMMI_581
Monitor_Pacing Component Screens_Dual_MMMI_588,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Pacing Component Screens_Dual_MMMI_588.rfa,Electrical Equipment,Monitor_PacingComponentScreens_Dual_MMMI_588
Monitor_3D Mapping Screens_Dual_MMMI_589,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_3D Mapping Screens_Dual_MMMI_589.rfa,Electrical Equipment,Monitor_3DMappingScreens_Dual_MMMI_589
Monitor_Micropace Screen_MMMI_590,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Micropace Screen_MMMI_590.rfa,Electrical Equipment,Monitor_MicropaceScreen_MMMI_590
Monitor_Rotablation System_MMMI_591,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Monitor_Rotablation System_MMMI_591.rfa,Electrical Equipment,Monitor_RotablationSystem_MMMI_591
Equipment Stack_Surgical_Laparoscopic_MMOP_024,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Equipment Stack_Surgical_Laparoscopic_MMOP_024.rfa,Specialty Equipment,EquipmentStack_Surgical_Laparoscopic_MMOP_024
IV POLE_Pendant_MMOP_027,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\IV POLE_Pendant_MMOP_027.rfa,Specialty Equipment,IVPOLE_Pendant_MMOP_027
SP_IV Pole_MMOP_027,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\PendantFamilies (SP)\SP_IV Pole_MMOP_027.rfa,Generic Models,SP_IVPole_MMOP_027
Light_Head_Surgical_Comes With Charging Station_MMOP_035,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Light_Head_Surgical_Comes With Charging Station_MMOP_035.rfa,Specialty Equipment,Light_Head_Surgical_ComesWithChargingStation_MMOP_035
Space For_Anaesthetic Machine_MMOP_040_1,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\Medical & Laboratory Equipment (MM)\Space For_Anaesthetic Machine_MMOP_040_1.rfa,Specialty Equipment,SpaceFor_AnaestheticMachine_MMOP_040_1
