MissingFamilyName,HostFilePath,FamilyBaseDataRootFamilies.categoryName,New FamilyName
TAPWARE_mixer_gooseneckt,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\TAPWARE_mixer_gooseneckt.rfa,Plumbing Fixtures,Tap_Mixer_GooseNeck_PLU
Taps_Caroma_Gseries+_160outlet_150Handles_G53350C4A_PLU,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Taps_Caroma_Gseries+_160outlet_150Handles_G53350C4A_PLU.rfa,Plumbing Fixtures,Tap_Mixer_WallMounted_CaromaGSeries_150Handles_PLU
Taps_WallMounted,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Taps_WallMounted.rfa,Plumbing Fixtures,Tap_Mixer_WallMounted_GooseNeck_PLU
Tapware_LongReach,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Tapware_LongReach.rfa,Plumbing Fixtures,Tap_Mixer_WallMounted_LongSpoud_PLU
"Telephone_handset, standard","\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\Telephone_handset, standard.rfa",Electrical Equipment,Telephone_Handset_WallMounted_EEQ
Film_ANN,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\Film_ANN.rfa,Generic Models,Text_Film_ElevationOnly_GEN
MGVB,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\MGVB.rfa,Generic Annotations,Text_MGVB_1_2mm_ANN
RPZD,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\RPZD.rfa,Generic Annotations,Text_RPZD_1_2mm_ANN
TMV,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\TMV.rfa,Generic Annotations,Text_TMV_1_2mm_ANN
TMV_Label,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\TMV_Label.rfa,Generic Models,Text_TMV_ElevationOnly_GEN
Toilet_Caroma_Care800_Exposed_Cisterne,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Toilet_Caroma_Care800_Exposed_Cisterne.rfa,Plumbing Fixtures,Toilet_Suite_CaromaCare800_ExposedCistern_PLU
34188_743500W_BK_File_Rfa_149372_ori_2016May24085228,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\34188_743500W_BK_File_Rfa_149372_ori_2016May24085228.rfa,Plumbing Fixtures,Toilet_Suite_ExposedCistern_FaceBased_PLU
DC_Caroma_Toilet_Side_Button,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\DC_Caroma_Toilet_Side_Button.rfa,Generic Models,Toilet_Suite_Flush_Button_Round_GEN
Toilet_Stylus_Venecia_WallFaced,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Toilet_Stylus_Venecia_WallFaced.rfa,Plumbing Fixtures,Toilet_Suite_StylusVenecia_FaceBased_PLU
Trolley_LaminarFlow,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture Systems\Trolley_LaminarFlow.rfa,Furniture Systems,Trolley_LaminarFlow_FSY
DC_Caroma_PLM_Bowl_Care 800,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\DC_Caroma_PLM_Bowl_Care 800.rfa,Plumbing Fixtures,WC_CaromaCare800_PLU
DC_Caroma_PLM_Lids_Leda,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\DC_Caroma_PLM_Lids_Leda.rfa,Plumbing Fixtures,WC_Lid_CaromaLeda_PLU
WireBasket_Drawer,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\WireBasket_Drawer.rfa,Casework,WireBasket_Drawer_CAS
WireBasketDrawers_1Bay,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\WireBasketDrawers_1Bay.rfa,Furniture,WireBasket_Drawers_1Bay_FUR
WireBasket_DrawerUnit,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\WireBasket_DrawerUnit.rfa,Casework,WireBasket_DrawerUnit_CAS
WireBasket_DrawerUnit,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\WireBasket_DrawerUnit.rfa,Furniture,WireBasket_DrawerUnit_FUR
BasketWire,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Specialty Equipment\BasketWire.rfa,Specialty Equipment,WireBasket_SEQ
Film_Symbol,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Detail Items\Film_Symbol.rfa,Detail Items,Word_Film_DCO
